case_id,time,action,band_id,side,source,range,min_price,max_price,current_price,score,flow_source,consumed,pulled,added,paid_share,replenish,flow_grade,runway_points,path_consumed_pct,opposing_fail_count_3m,opposing_fail_score_3m,opposing_fail_recent,opposing_weak_contact_count_3m,opposing_weak_contact_recent,future_mfe,future_mae,future_target_time,call
es_20260828_1120_short_7780,11:23:27,TEST,40,supply,supply_lean,778.25-781.75,7778.25,7781.75,7777.25,72.489,latest_test,12.0,525.0,554.0,0.022,1.032,replenished,37.25,6.9,0,0,,0,,57.25,4.25,11:56:40,watch_contact
es_20260828_1120_short_7780,11:23:44,HOLD,40,supply,supply_lean,778.25-781.75,7778.25,7781.75,7775.75,72.489,latest_test,12.0,525.0,554.0,0.022,1.032,replenished,35.75,10.6,0,0,,0,,55.75,5.75,11:56:40,add_review
es_20260828_1120_short_7780,11:23:58,TEST,40,supply,supply_lean,778.25-781.75,7778.25,7781.75,7777.25,72.489,latest_test,93.0,1354.0,1495.0,0.064,1.033,replenished,37.25,6.9,0,0,,0,,57.25,4.25,11:56:40,watch_contact
es_20260828_1120_short_7780,11:31:14,HOLD,40,supply,supply_lean,778.25-781.75,7778.25,7781.75,7775.5,72.489,event_forward,0.0,401.0,384.0,0.0,0.958,depleted,35.5,11.2,0,0,,0,,55.5,3.0,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:31:32,OWNED,48,supply,supply_lean,778.50-779.50,7778.5,7779.5,7776.5,13.585,event_forward,0.0,223.0,228.0,0.0,1.022,replenished,36.5,8.8,0,0,,0,,56.5,2.0,11:56:40,add_review_no_recent_opp_fail
es_20260828_1120_short_7780,11:32:09,TEST,40,supply,supply_lean,778.25-781.75,7778.25,7781.75,7777.25,72.489,latest_test,0.0,384.0,436.0,0.0,1.135,replenished,37.25,6.9,0,0,,0,,57.25,1.25,11:56:40,watch_contact
es_20260828_1120_short_7780,11:32:17,TEST,48,supply,supply_lean,778.50-779.50,7778.5,7779.5,7777.5,13.585,latest_test,0.0,202.0,242.0,0.0,1.198,replenished,37.5,6.2,0,0,,0,,57.5,1.0,11:56:40,watch_contact
es_20260828_1120_short_7780,11:34:09,HOLD,40,supply,supply_lean,778.25-781.75,7778.25,7781.75,7775.75,72.489,latest_test,0.0,384.0,436.0,0.0,1.135,replenished,35.75,10.6,0,0,,2,"11:34:09 773.75-775,11:34:09 772.50-775.25",55.75,1.0,11:56:40,add_preserve_root
es_20260828_1120_short_7780,11:34:09,HOLD,48,supply,supply_lean,778.50-779.50,7778.5,7779.5,7775.75,13.585,latest_test,0.0,202.0,242.0,0.0,1.198,replenished,35.75,10.6,0,0,,2,"11:34:09 773.75-775,11:34:09 772.50-775.25",55.75,1.0,11:56:40,add_preserve_root
es_20260828_1120_short_7780,11:35:03,CONSUMED,49,supply,demand_consumed,776.50-777.50,7776.5,7777.5,7773.75,25.801,event_forward,0.0,137.0,139.0,0.0,1.015,replenished,33.75,15.6,0,0,,2,"11:34:09 773.75-775,11:34:09 772.50-775.25",53.75,1.75,11:56:40,add_preserve_root
es_20260828_1120_short_7780,11:36:16,HOLD,39,supply,demand_consumed,775.75-781.75,7775.75,7781.75,7773.0,76.026,event_forward,0.0,315.0,334.0,0.0,1.06,replenished,33.0,17.5,1,11.26,11:35:03 775.25-778,2,"11:34:09 773.75-775,11:34:09 772.50-775.25",53.0,2.25,11:56:40,add_preserve_root
es_20260828_1120_short_7780,11:36:33,TEST,39,supply,demand_consumed,775.75-781.75,7775.75,7781.75,7775.0,76.026,latest_test,0.0,312.0,282.0,0.0,0.904,depleted,35.0,12.5,1,11.26,11:35:03 775.25-778,2,"11:34:09 773.75-775,11:34:09 772.50-775.25",55.0,0.25,11:56:40,watch_contact
es_20260828_1120_short_7780,11:36:56,HOLD,39,supply,demand_consumed,775.75-781.75,7775.75,7781.75,7773.25,76.026,latest_test,0.0,312.0,282.0,0.0,0.904,depleted,33.25,16.9,1,11.26,11:35:03 775.25-778,3,"11:34:09 773.75-775,11:34:09 772.50-775.25,11:36:56 766.75-772.50",53.25,0.5,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:37:23,OWNED,50,supply,supply_lean,774.75-778,7774.75,7778.0,7772.0,18.861,event_forward,0.0,226.0,176.0,0.0,0.779,depleted,32.0,20.0,2,19.52,"11:35:03 775.25-778,11:37:21 773.75-775",1,11:36:56 766.75-772.50,52.0,1.25,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:40:17,CONSUMED,51,supply,demand_consumed,767.25-772.50,7767.25,7772.5,7764.0,20.594,event_forward,0.0,625.0,196.0,0.0,0.314,depleted,24.0,40.0,5,141.52,"11:38:05 772.25-773.75,11:39:00 769-774.50,11:39:56 766.75-772.50",2,"11:39:12 763.50-765.50,11:40:08 762.50-763.50",44.0,0.75,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:40:49,OWNED,52,supply,supply_lean,763.75-768.75,7763.75,7768.75,7760.0,32.162,event_forward,0.0,436.0,246.0,0.0,0.564,depleted,20.0,50.0,6,188.71,"11:39:56 766.75-772.50,11:40:38 763.50-765.50,11:40:47 762.50-763.50",4,"11:40:08 762.50-763.50,11:40:37 752.25-761,11:40:41 753.50-759.75",40.0,2.0,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:40:59,CONSUMED,53,supply,demand_consumed,762.25-762.75,7762.25,7762.75,7758.25,16.119,event_forward,0.0,96.0,107.0,0.0,1.115,replenished,18.25,54.4,6,188.71,"11:39:56 766.75-772.50,11:40:38 763.50-765.50,11:40:47 762.50-763.50",4,"11:40:08 762.50-763.50,11:40:37 752.25-761,11:40:41 753.50-759.75",38.25,3.75,11:56:40,add_preserve_root_reduced
es_20260828_1120_short_7780,11:41:49,TEST,53,supply,demand_consumed,762.25-762.75,7762.25,7762.75,7761.25,16.119,latest_test,0.0,302.0,339.0,0.0,1.123,replenished,21.25,46.9,4,146.52,"11:39:56 766.75-772.50,11:40:38 763.50-765.50,11:40:47 762.50-763.50",4,"11:40:08 762.50-763.50,11:40:37 752.25-761,11:40:41 753.50-759.75",41.25,0.75,11:56:40,watch_contact
es_20260828_1120_short_7780,11:42:33,HOLD,53,supply,demand_consumed,762.25-762.75,7762.25,7762.75,7759.5,16.119,latest_test,0.0,302.0,339.0,0.0,1.123,replenished,19.5,51.2,3,84.74,"11:39:56 766.75-772.50,11:40:38 763.50-765.50,11:40:47 762.50-763.50",3,"11:40:08 762.50-763.50,11:40:37 752.25-761,11:40:41 753.50-759.75",39.5,2.25,11:56:40,add_preserve_root_reduced
es_20260828_1120_short_7780,11:43:47,TEST,53,supply,demand_consumed,762.25-762.75,7762.25,7762.75,7761.25,16.119,latest_test,0.0,74.0,71.0,0.0,0.959,depleted,21.25,46.9,1,39.67,11:40:47 762.50-763.50,0,,41.25,0.5,11:56:40,watch_contact
es_20260828_1120_short_7780,11:44:00,HOLD,53,supply,demand_consumed,762.25-762.75,7762.25,7762.75,7759.75,16.119,latest_test,0.0,74.0,71.0,0.0,0.959,depleted,19.75,50.6,0,0,,0,,39.75,0.75,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:44:39,OWNED,54,supply,supply_lean,760.25-761.75,7760.25,7761.75,7758.0,21.241,event_forward,0.0,136.0,115.0,0.0,0.846,depleted,18.0,55.0,0,0,,0,,38.0,1.5,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:45:19,TEST,54,supply,supply_lean,760.25-761.75,7760.25,7761.75,7759.25,21.241,latest_test,0.0,122.0,127.0,0.0,1.041,replenished,19.25,51.9,0,0,,0,,39.25,0.25,11:56:40,watch_contact
es_20260828_1120_short_7780,11:45:23,HOLD,54,supply,supply_lean,760.25-761.75,7760.25,7761.75,7757.75,21.241,latest_test,0.0,122.0,127.0,0.0,1.041,replenished,17.75,55.6,0,0,,0,,37.75,1.25,11:56:40,add_review
es_20260828_1120_short_7780,11:48:05,CONSUMED,55,supply,demand_consumed,756.75-758.50,7756.75,7758.5,7754.0,42.267,event_forward,0.0,131.0,180.0,0.0,1.374,replenished,14.0,65.0,0,0,,0,,34.0,0.75,11:56:40,mature_path_hold_only
es_20260828_1120_short_7780,11:48:33,OWNED,56,supply,supply_lean,754.50-758.50,7754.5,7758.5,7751.5,31.186,event_forward,0.0,359.0,434.0,0.0,1.209,replenished,11.5,71.2,1,42.18,11:48:30 753.50-759.75,1,11:48:14 746.75-752.50,31.5,2.5,11:56:40,mature_path_hold_only
es_20260828_1120_short_7780,11:48:43,TEST,56,supply,supply_lean,754.50-758.50,7754.5,7758.5,7753.5,31.186,latest_test,0.0,336.0,399.0,0.0,1.188,replenished,13.5,66.2,1,42.18,11:48:30 753.50-759.75,1,11:48:14 746.75-752.50,33.5,0.5,11:56:40,watch_contact
es_20260828_1120_short_7780,11:49:02,HOLD,56,supply,supply_lean,754.50-758.50,7754.5,7758.5,7751.5,31.186,latest_test,0.0,336.0,399.0,0.0,1.188,replenished,11.5,71.2,1,42.18,11:48:30 753.50-759.75,1,11:48:14 746.75-752.50,31.5,2.5,11:56:40,mature_path_hold_only
es_20260828_1120_short_7780,11:50:18,TEST,56,supply,supply_lean,754.50-758.50,7754.5,7758.5,7753.5,31.186,latest_test,0.0,259.0,254.0,0.0,0.981,depleted,13.5,66.2,2,108.21,"11:48:30 753.50-759.75,11:49:12 752.25-761",1,11:48:14 746.75-752.50,33.5,0.5,11:56:40,watch_contact
es_20260828_1120_short_7780,11:50:32,HOLD,56,supply,supply_lean,754.50-758.50,7754.5,7758.5,7752.0,31.186,latest_test,0.0,259.0,254.0,0.0,0.981,depleted,12.0,70.0,2,108.21,"11:48:30 753.50-759.75,11:49:12 752.25-761",1,11:48:14 746.75-752.50,32.0,1.5,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:51:32,OWNED,57,supply,supply_lean,752.75-753,7752.75,7753.0,7749.5,10.719,event_forward,0.0,36.0,21.0,0.0,0.583,depleted,9.5,76.2,1,66.02,11:49:12 752.25-761,0,,29.5,1.0,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:51:59,CONSUMED,58,supply,demand_consumed,750-752.75,7750.0,7752.75,7746.5,26.417,event_forward,0.0,146.0,140.0,0.0,0.959,depleted,6.5,83.8,2,94.42,"11:49:12 752.25-761,11:51:47 749.50-753",1,11:51:37 738-747.50,26.5,4.0,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:54:49,TEST,58,supply,demand_consumed,750-752.75,7750.0,7752.75,7749.25,26.417,latest_test,797.0,3638.0,4408.0,0.18,0.994,depleted,9.25,76.9,1,51.54,11:52:19 746.75-752.50,2,"11:53:59 743.50-744.50,11:54:31 743.50-744.50",29.25,1.25,11:56:40,watch_contact
es_20260828_1120_short_7780,11:55:23,HOLD,58,supply,demand_consumed,750-752.75,7750.0,7752.75,7747.5,26.417,latest_test,797.0,3638.0,4408.0,0.18,0.994,depleted,7.5,81.2,0,0,,3,"11:53:59 743.50-744.50,11:54:31 743.50-744.50,11:55:12 738-747.50",27.5,0.75,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:56:23,CONSUMED,61,supply,demand_consumed,745.50-750,7745.5,7750.0,7742.5,37.852,event_forward,0.0,239.0,162.0,0.0,0.678,depleted,2.5,93.8,0,0,,5,"11:55:12 738-747.50,11:55:37 743.50-744.50,11:56:12 739.25-742.25",22.5,2.75,11:56:40,scale_out_zone
es_20260828_1120_short_7780,11:57:18,OWNED,60,supply,supply_lean,740-748.25,7740.0,7748.25,7737.75,59.009,event_forward,57.0,949.0,1025.0,0.057,1.019,replenished,-2.25,100.0,2,37.91,"11:56:23 743.50-744.50,11:57:11 739.25-742.25",4,"11:55:12 738-747.50,11:55:37 743.50-744.50,11:56:12 739.25-742.25",17.75,7.5,11:57:18,scale_out_zone
es_20260828_1120_short_7780,11:57:26,TEST,60,supply,supply_lean,740-748.25,7740.0,7748.25,7739.25,59.009,latest_test,423.0,3190.0,3196.0,0.117,0.885,depleted,-0.75,100.0,2,37.91,"11:56:23 743.50-744.50,11:57:11 739.25-742.25",4,"11:55:12 738-747.50,11:55:37 743.50-744.50,11:56:12 739.25-742.25",19.25,6.0,11:57:26,scale_out_zone
es_20260828_1120_short_7780,12:01:03,HOLD,60,supply,supply_lean,740-748.25,7740.0,7748.25,7737.5,59.009,latest_test,423.0,3190.0,3196.0,0.117,0.885,depleted,-2.5,100.0,0,0,,2,"11:58:34 729.25-739,12:01:02 735.75-736.75",17.5,7.75,12:01:03,scale_out_zone
es_20260828_1120_short_7780,12:01:15,OWNED,62,supply,supply_lean,738.75-741,7738.75,7741.0,7736.5,52.837,event_forward,0.0,178.0,192.0,0.0,1.079,replenished,-3.5,100.0,1,88.59,12:01:09 738-747.50,2,"11:58:34 729.25-739,12:01:02 735.75-736.75",16.5,8.75,12:01:15,scale_out_zone
es_20260828_1120_short_7780,12:01:45,CONSUMED,63,supply,demand_consumed,736.50-740,7736.5,7740.0,7734.25,74.846,event_forward,1568.0,11808.0,13176.0,0.117,0.985,depleted,-5.75,100.0,2,99.97,"12:01:09 738-747.50,12:01:37 735.75-736.75",1,12:01:02 735.75-736.75,14.25,11.0,12:01:45,scale_out_zone
es_20260828_1120_short_7780,12:01:55,TEST,63,supply,demand_consumed,736.50-740,7736.5,7740.0,7736.25,74.846,latest_test,2040.0,14175.0,15413.0,0.126,0.951,depleted,-3.75,100.0,2,99.97,"12:01:09 738-747.50,12:01:37 735.75-736.75",1,12:01:02 735.75-736.75,16.25,9.0,12:01:55,scale_out_zone
es_20260828_1120_short_7780,12:02:21,TEST,62,supply,supply_lean,738.75-741,7738.75,7741.0,7737.75,52.837,latest_test,1146.0,7571.0,8349.0,0.131,0.958,depleted,-2.25,100.0,2,99.97,"12:01:09 738-747.50,12:01:37 735.75-736.75",1,12:01:02 735.75-736.75,17.75,7.5,12:02:21,scale_out_zone
es_20260828_1120_short_7780,12:02:27,HOLD,62,supply,supply_lean,738.75-741,7738.75,7741.0,7736.25,52.837,latest_test,1146.0,7571.0,8349.0,0.131,0.958,depleted,-3.75,100.0,2,99.97,"12:01:09 738-747.50,12:01:37 735.75-736.75",1,12:01:02 735.75-736.75,16.25,9.0,12:02:27,scale_out_zone
es_20260828_1120_short_7780,12:02:48,TEST,62,supply,supply_lean,738.75-741,7738.75,7741.0,7737.75,52.837,latest_test,2271.0,12128.0,13854.0,0.158,0.962,depleted,-2.25,100.0,2,99.97,"12:01:09 738-747.50,12:01:37 735.75-736.75",1,12:01:02 735.75-736.75,17.75,7.5,12:02:48,scale_out_zone
es_20260828_1120_short_7780,12:02:56,TEST,60,supply,supply_lean,740-748.25,7740.0,7748.25,7739.0,59.009,latest_test,1190.0,6435.0,7652.0,0.156,1.004,depleted,-1.0,100.0,2,99.97,"12:01:09 738-747.50,12:01:37 735.75-736.75",1,12:01:02 735.75-736.75,19.0,6.25,12:02:56,scale_out_zone
es_20260828_1120_short_7780,12:04:31,HOLD,60,supply,supply_lean,740-748.25,7740.0,7748.25,7737.0,59.009,latest_test,1190.0,6435.0,7652.0,0.156,1.004,depleted,-3.0,100.0,1,11.38,12:01:37 735.75-736.75,1,12:04:28 733.75-737.25,17.0,8.25,12:04:31,scale_out_zone
es_20260828_1120_short_7780,12:04:38,HOLD,62,supply,supply_lean,738.75-741,7738.75,7741.0,7736.25,52.837,latest_test,2271.0,12128.0,13854.0,0.158,0.962,depleted,-3.75,100.0,0,0,,1,12:04:28 733.75-737.25,16.25,9.0,12:04:38,scale_out_zone
es_20260828_1120_short_7780,12:04:50,TEST,62,supply,supply_lean,738.75-741,7738.75,7741.0,7737.75,52.837,latest_test,215.0,1704.0,1858.0,0.112,0.968,depleted,-2.25,100.0,0,0,,1,12:04:28 733.75-737.25,17.75,7.5,12:04:50,scale_out_zone
es_20260828_1120_short_7780,12:05:38,TEST,60,supply,supply_lean,740-748.25,7740.0,7748.25,7739.25,59.009,latest_test,1428.0,6542.0,8129.0,0.179,1.02,replenished,-0.75,100.0,0,0,,1,12:04:28 733.75-737.25,19.25,6.0,12:05:38,scale_out_zone
es_20260828_1120_short_7780,12:06:42,HOLD,60,supply,supply_lean,740-748.25,7740.0,7748.25,7737.5,59.009,latest_test,1428.0,6542.0,8129.0,0.179,1.02,replenished,-2.5,100.0,0,0,,2,"12:04:28 733.75-737.25,12:06:37 733.75-737.25",17.5,7.75,12:06:42,scale_out_zone
es_20260828_1120_short_7780,12:06:54,TEST,60,supply,supply_lean,740-748.25,7740.0,7748.25,7739.0,59.009,latest_test,2467.0,8771.0,10342.0,0.22,0.92,depleted,-1.0,100.0,0,0,,2,"12:04:28 733.75-737.25,12:06:37 733.75-737.25",19.0,6.25,12:06:54,scale_out_zone
es_20260828_1120_short_7780,12:09:08,TEST,61,supply,demand_consumed,745.50-750,7745.5,7750.0,7744.5,37.852,latest_test,0.0,611.0,748.0,0.0,1.224,replenished,4.5,88.8,0,0,,1,12:06:37 733.75-737.25,24.5,0.75,12:11:56,scale_out_zone
es_20260828_1120_short_7780,12:10:16,HOLD,61,supply,demand_consumed,745.50-750,7745.5,7750.0,7743.0,37.852,latest_test,0.0,611.0,748.0,0.0,1.224,replenished,3.0,92.5,0,0,,0,,23.0,1.75,12:11:56,scale_out_zone
es_20260828_1120_short_7780,12:10:57,TEST,61,supply,demand_consumed,745.50-750,7745.5,7750.0,7744.5,37.852,latest_test,0.0,408.0,407.0,0.0,0.998,depleted,4.5,88.8,0,0,,0,,24.5,0.25,12:11:56,scale_out_zone
es_20260828_1120_short_7780,12:11:34,HOLD,61,supply,demand_consumed,745.50-750,7745.5,7750.0,7742.75,37.852,latest_test,0.0,408.0,407.0,0.0,0.998,depleted,2.75,93.1,0,0,,0,,22.75,0.5,12:11:56,scale_out_zone
es_20260828_1120_short_7780,12:12:09,CONSUMED,68,supply,demand_consumed,742.25-744.50,7742.25,7744.5,7740.0,33.587,event_forward,0.0,352.0,372.0,0.0,1.057,replenished,0.0,100.0,0,0,,1,12:11:47 737.75-740.75,20.0,1.75,12:12:09,scale_out_zone
es_20260828_1120_short_7780,12:12:19,TEST,68,supply,demand_consumed,742.25-744.50,7742.25,7744.5,7741.25,33.587,latest_test,0.0,316.0,349.0,0.0,1.104,replenished,1.25,96.9,0,0,,1,12:11:47 737.75-740.75,21.25,0.25,12:12:25,scale_out_zone
es_20260828_1120_short_7780,12:12:28,HOLD,68,supply,demand_consumed,742.25-744.50,7742.25,7744.5,7739.75,33.587,latest_test,0.0,316.0,349.0,0.0,1.104,replenished,-0.25,100.0,0,0,,1,12:11:47 737.75-740.75,19.75,1.75,12:12:28,scale_out_zone
es_20260828_1120_short_7780,12:15:05,OWNED,67,supply,supply_lean,741.25-744.75,7741.25,7744.75,7739.0,47.821,event_forward,62.0,630.0,643.0,0.09,0.929,depleted,-1.0,100.0,0,0,,1,12:14:55 733.75-737.25,19.0,2.5,12:15:05,scale_out_zone
es_20260828_1120_short_7780,12:15:16,TEST,67,supply,supply_lean,741.25-744.75,7741.25,7744.75,7740.25,47.821,latest_test,62.0,597.0,574.0,0.094,0.871,depleted,0.25,99.4,0,0,,1,12:14:55 733.75-737.25,20.25,1.25,12:15:17,scale_out_zone
es_20260828_1120_short_7780,12:15:38,HOLD,67,supply,supply_lean,741.25-744.75,7741.25,7744.75,7738.25,47.821,latest_test,62.0,597.0,574.0,0.094,0.871,depleted,-1.75,100.0,0,0,,2,"12:14:55 733.75-737.25,12:15:38 733.75-737.25",18.25,0.75,12:15:38,scale_out_zone
es_20260828_1120_short_7780,12:15:41,HOLD,60,supply,supply_lean,740-748.25,7740.0,7748.25,7737.0,59.009,event_forward,0.0,438.0,162.0,0.0,0.37,depleted,-3.0,100.0,0,0,,2,"12:14:55 733.75-737.25,12:15:38 733.75-737.25",17.0,0.5,12:15:41,scale_out_zone
